"Item Type","Variation Type","Teapplix SKU","Root Teapplix SKU","Item Title",Category,"Jet Category Id","Walmart Category Id","Walmart Tax Code",Supplier,"Supplier SKU",Asin,UPC,Location,Xref3,"Image Small","Image Large",Cost,"Default Price","Customs Value","Customs Description","Localized Customs Description","Harmonized Tariff Code","Sales Rep","Commission Rate",Date,"Dangerous Goods Type","Country of Origin",Brand,Model,Manufacturer,"Manufacturer Part Number",Active
0,none,3204136198043,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/OTQ1WDEyMDA=/z/pr8AAOSwol5Y2H-y/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,32142356571927,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/MTIwMFgxMjAw/z/~FcAAOSwB-1Y2H-8/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,3219681651981981,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/PxQAAOSwOtdYTWH~/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,3223424265,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/g4YAAOSw5cNYfjQb/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,34326752342,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTQ5WDUyMQ==/z/e-YAAOSwZQRYffbK/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,34740100069017,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/OTQ1WDEyMDA=/z/pr8AAOSwol5Y2H-y/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008235_,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008236_,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008237_,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008238,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008239,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008240,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008241,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008242,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008243,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008244,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008245,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008246,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008247,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008248,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008249,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008250,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008251,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,348008252,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/9ycAAOSw5cNYfcrp/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,35070444668883,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/MTIwMFgxMjAw/z/FagAAOSwWxNY2H-k/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,359229420372,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTUwWDcyOQ==/z/KPcAAOSwt7ZXo9hz/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,36555244411,,"Lot Of 30 Car Trailer Tail LED Light Bulb Lamp 1156 BA15S 7503 1141 White Leds",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDczWDYwMA==/z/CD8AAOSwd0BVv5Zq/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,38823193137344,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTUwWDU0Nw==/z/0pQAAOSwy5ZXC~Bb/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,3903663143493,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/MTIwMFgxMjAw/z/~FcAAOSwB-1Y2H-8/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,403512798510,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/wJQAAOSw5cNYfhKz/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,421739436194,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTUwWDU0Nw==/z/y9wAAOSwoBtW6smM/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,4334342345,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342346,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342347,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342348,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342349,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342350,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342351,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342352,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342353,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342354,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342355,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342356,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342357,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342358,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4334342360,,"Pure/Warm White Storefront 5630 5050 LED Light Injection Module Under Cabinet US",,,,,,,,,,,,http://i.ebayimg.com/00/s/NDc0WDYwMA==/z/MEQAAOSwPcVVv7Yu/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,4482830894272,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/5E4AAOSw5cNYfhrV/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,451547898227,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/MTIwMFgxMjAw/z/FagAAOSwWxNY2H-k/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,454595235744,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/MTIwMFgxMjAw/z/~FcAAOSwB-1Y2H-8/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,45538235959068,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTUwWDU0Nw==/z/vMoAAOSw9~RXJMvy/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,45905987095049,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/3V0AAOSw44BYfhL9/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,48968553494616,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/MTIwMFgxMjAw/z/~FcAAOSwB-1Y2H-8/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,491378917210,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTUwWDc5MA==/z/YoIAAOSw2GlXEOHv/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,50745181715087,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTAwWDMzMw==/z/7-MAAOSwzaJX8hNZ/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,514915985403,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/OTQ1WDEyMDA=/z/pr8AAOSwol5Y2H-y/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,5153230520564,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1
0,none,5177654177522,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/MTIwMFgxMjAw/z/FagAAOSwWxNY2H-k/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,538054667766,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/MTIwMFgxMjAw/z/tdEAAOSw4DJYfH2z/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,546409859933,,,,,,,,,,,,,,http://i.ebayimg.com/00/s/NTUwWDU0Nw==/z/rbUAAOSwHgVW7~iS/$_12.JPG?set_id=8800005007,,,,,,,,,,0,,,,,,1
0,none,5464345769,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345770,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345771,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345772,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345773,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345774,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345775,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345776,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345777,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345778,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345779,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345780,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345781,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345782,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345783,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5464345784,,"Light Box Store Sign Injection Lighting Pure Warm White 3 LED SMD 5050 Cabinet",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/5M4AAOSwMmBVv7bR/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,549343,,"Bluetooth A2DP Music/MP3 Audio Stereo Receiver Adapter to Car,Home,Speaker AUX",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/6C0AAOSwyQtVv0K-/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,549368,,"Bluetooth A2DP Music Audio Stereo Adapter Receiver Car AUX IN Home Speaker MP3",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/-oUAAOSwGWNUXX8X/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5644534535,,"Pure/Warm White  Light Box Storefront Store Sign Lighting Module 3 LED SMD 5050 ",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/g1sAAOSw9N1Vv7aD/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5644534536,,"Pure/Warm White  Light Box Storefront Store Sign Lighting Module 3 LED SMD 5050 ",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/g1sAAOSw9N1Vv7aD/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5644534537,,"Pure/Warm White  Light Box Storefront Store Sign Lighting Module 3 LED SMD 5050 ",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/g1sAAOSw9N1Vv7aD/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5644534538,,"Pure/Warm White  Light Box Storefront Store Sign Lighting Module 3 LED SMD 5050 ",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/g1sAAOSw9N1Vv7aD/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5644534539,,"Pure/Warm White  Light Box Storefront Store Sign Lighting Module 3 LED SMD 5050 ",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/g1sAAOSw9N1Vv7aD/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5644534540,,"Pure/Warm White  Light Box Storefront Store Sign Lighting Module 3 LED SMD 5050 ",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/g1sAAOSw9N1Vv7aD/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
0,none,5644534541,,"Pure/Warm White  Light Box Storefront Store Sign Lighting Module 3 LED SMD 5050 ",,,,,,,,,,,,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/g1sAAOSw9N1Vv7aD/$_12.JPG?set_id=8800005007,,,,,,,topgoodsllc@gmail.com,0,,0,,,,,,0
